nome,valor_compra,preco_venda,unidade
PVC BRANCO - CARDAPIO - 50g,55.3,89.2,unidade
PVC BRANCO - CARDAPIO - 50g,53.88,86.93,unidade
PVC BRANCO - CARDAPIO - 50g,54.35,87.68,unidade
PVC BRANCO - CARDAPIO - 50g,61.5,99.12,unidade
COUCHE BRILHO - DIGITAL - 250g,30.5,49.52,unidade
COUCHE BRILHO - DIGITAL - 250g,17.55,28.8,unidade
COUCHE BRILHO - DIGITAL - 250g,16.76,27.54,unidade
COUCHE BRILHO - DIGITAL - 250g,19.0,31.12,unidade
COUCHE BRILHO - DIGITAL - 250g,29.5,47.92,unidade
COUCHE BRILHO - DIGITAL - 250g,17.25,28.32,unidade
COUCHE BRILHO - DIGITAL - 250g,18.8,30.8,unidade
COUCHE BRILHO - DIGITAL - 250g,16.56,27.22,unidade
COUCHE BRILHO - DIGITAL - 250g,30.5,49.52,unidade
COUCHE BRILHO - DIGITAL - 250g,19.1,31.28,unidade
COUCHE BRILHO - DIGITAL - 250g,17.7,29.04,unidade
COUCHE BRILHO - DIGITAL - 250g,16.9,27.76,unidade
COUCHE BRILHO - DIGITAL - 250g,43.99,71.1,unidade
COUCHE BRILHO - DIGITAL - 250g,33.0,53.52,unidade
COUCHE BRILHO - DIGITAL - 250g,31.6,51.28,unidade
COUCHE BRILHO - DIGITAL - 250g,30.82,50.03,unidade
COUCHE BRILHO - DIGITAL - 300g,34.5,55.92,unidade
COUCHE BRILHO - DIGITAL - 300g,19.85,32.48,unidade
COUCHE BRILHO - DIGITAL - 300g,19.0,31.12,unidade
COUCHE BRILHO - DIGITAL - 300g,21.2,34.64,unidade
COUCHE BRILHO - DIGITAL - 300g,32.5,52.72,unidade
COUCHE BRILHO - DIGITAL - 300g,19.45,31.84,unidade
COUCHE BRILHO - DIGITAL - 300g,21.0,34.32,unidade
COUCHE BRILHO - DIGITAL - 300g,18.64,30.54,unidade
COUCHE BRILHO - DIGITAL - 300g,34.5,55.92,unidade
COUCHE BRILHO - DIGITAL - 300g,21.3,34.8,unidade
COUCHE BRILHO - DIGITAL - 300g,20.0,32.72,unidade
COUCHE BRILHO - DIGITAL - 300g,19.14,31.34,unidade
COUCHE BRILHO - DIGITAL - 300g,46.99,75.9,unidade
COUCHE BRILHO - DIGITAL - 300g,35.0,56.72,unidade
COUCHE BRILHO - DIGITAL - 300g,33.6,54.48,unidade
COUCHE BRILHO - DIGITAL - 300g,31.54,51.18,unidade
PLASTICO COMPACTO - 50g,67.5,108.72,unidade
PLASTICO COMPACTO - 50g,59.55,96.0,unidade
PLASTICO COMPACTO - 50g,59.12,95.31,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,60.4,97.36,unidade
PLASTICO COMPACTO - 50g,68.5,110.32,unidade
PLASTICO COMPACTO - 50g,59.65,96.16,unidade
PLASTICO COMPACTO - 50g,59.12,95.31,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,60.6,97.68,unidade
PLASTICO COMPACTO - 50g,68.5,110.32,unidade
PLASTICO COMPACTO - 50g,59.8,96.4,unidade
PLASTICO COMPACTO - 50g,59.26,95.54,unidade
CARTÃO DE PROXIMIDADE - PVC BRANCO - 76g,6.15,10.56,milheiro
CARTÃO DE PROXIMIDADE - PVC BRANCO - 76g,6.15,10.56,milheiro
CARTÃO DE PROXIMIDADE - PVC BRANCO - 76g,9.5,15.92,milheiro
CARTÃO DE PROXIMIDADE - PVC BRANCO - 76g,9.5,15.92,milheiro
CARTÃO DE VACINA,0.0,0.72,unidade
CARTÃO DE VACINA,0.06,0.81,unidade
CARTÃO DE VACINA,0.03,0.77,unidade
CARTÃO DE VACINA,0.01,0.73,unidade
CARTÃO DE VACINA,0.01,0.74,unidade
CARTÃO DE VACINA,0.04,0.78,unidade
CARTÃO DE VACINA,0.02,0.75,unidade
CARTÃO DE VACINA,0.01,0.73,unidade
CARTÃO DE VACINA,0.0,0.73,unidade
CARTÃO DE VACINA,0.0,0.72,unidade
COUCHE BRILHO LAM. BRILHO FR - DIGITAL - 250g,0.23,1.09,unidade
COUCHE BRILHO LAM. BRILHO FR - DIGITAL - 250g,0.21,1.05,unidade
COUCHE BRILHO LAM. BRILHO FR - DIGITAL - 250g,0.19,1.03,unidade
COUCHE BRILHO LAM. BRILHO FR E VR - DIGITAL - 250g,0.55,1.6,unidade
COUCHE BRILHO LAM. BRILHO FR E VR - DIGITAL - 250g,0.4,1.35,unidade
COUCHE BRILHO LAM. BRILHO FR E VR - DIGITAL - 250g,0.32,1.23,unidade
COUCHE BRILHO LAM. BRILHO FR E VR - DIGITAL - 250g,0.29,1.18,unidade
COUCHE BRILHO LAM. BRILHO FR E VR - DIGITAL - 250g,0.28,1.16,unidade
COUCHE LAMINACAO FOSCA FRENTE - 250g,0.45,1.44,unidade
COUCHE LAMINACAO FOSCA FRENTE - 250g,0.32,1.22,unidade
COUCHE LAMINACAO FOSCA FRENTE - 250g,0.23,1.09,unidade
COUCHE LAMINACAO FOSCA FRENTE - 250g,0.21,1.05,unidade
COUCHE LAMINACAO FOSCA FRENTE - 250g,0.19,1.03,unidade
COUCHE LAMINACAO FOSCA FRENTE E VERSO - 250g,0.55,1.6,unidade
COUCHE LAMINACAO FOSCA FRENTE E VERSO - 250g,0.4,1.35,unidade
COUCHE LAMINACAO FOSCA FRENTE E VERSO - 250g,0.32,1.23,unidade
COUCHE LAMINACAO FOSCA FRENTE E VERSO - 250g,0.29,1.18,unidade
COUCHE LAMINACAO FOSCA FRENTE E VERSO - 250g,0.28,1.16,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,0.51,1.54,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,0.39,1.34,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,0.31,1.21,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,0.28,1.17,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,0.27,1.15,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,0.67,1.79,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,0.55,1.59,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,0.46,1.46,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,0.43,1.42,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,0.42,1.4,unidade
COUCHE BRILHO - 250g,0.57,1.63,unidade
COUCHE BRILHO - 250g,0.36,1.3,unidade
COUCHE BRILHO - 250g,0.23,1.09,unidade
COUCHE BRILHO - 250g,0.2,1.04,unidade
COUCHE BRILHO - 250g,0.18,1.0,unidade
COUCHE BRILHO - 250g,0.73,1.89,unidade
COUCHE BRILHO - 250g,0.48,1.5,unidade
COUCHE BRILHO - 250g,0.31,1.22,unidade
COUCHE BRILHO - 250g,0.28,1.18,unidade
COUCHE BRILHO - 250g,0.25,1.12,unidade
COUCHE BRILHO - DIGITAL - 250g,0.41,1.38,unidade
COUCHE BRILHO - DIGITAL - 250g,0.43,1.41,unidade
COUCHE BRILHO - DIGITAL - 250g,0.47,1.47,unidade
COUCHE BRILHO - DIGITAL - 250g,0.28,1.18,unidade
COUCHE BRILHO - DIGITAL - 250g,0.3,1.21,unidade
COUCHE BRILHO - DIGITAL - 250g,0.35,1.29,unidade
COUCHE BRILHO - DIGITAL - 250g,0.2,1.04,unidade
COUCHE BRILHO - DIGITAL - 250g,0.22,1.07,unidade
COUCHE BRILHO - DIGITAL - 250g,0.27,1.15,unidade
COUCHE BRILHO - DIGITAL - 250g,0.17,0.99,unidade
COUCHE BRILHO - DIGITAL - 250g,0.19,1.03,unidade
COUCHE BRILHO - DIGITAL - 250g,0.25,1.12,unidade
COUCHE BRILHO - DIGITAL - 250g,0.16,0.97,unidade
COUCHE BRILHO - DIGITAL - 250g,0.18,1.0,unidade
COUCHE BRILHO - DIGITAL - 250g,0.23,1.09,unidade
COUCHE BRILHO - DIGITAL - 250g,0.31,1.22,unidade
COUCHE BRILHO - DIGITAL - 250g,0.33,1.25,unidade
COUCHE BRILHO - DIGITAL - 250g,0.18,1.02,unidade
COUCHE BRILHO - 250g,0.05,0.8,unidade
COUCHE BRILHO - 250g,0.08,0.84,unidade
COUCHE BRILHO - 250g,0.07,0.83,unidade
COUCHE BRILHO - 250g,0.06,0.81,unidade
COUCHE BRILHO - 250g,0.12,0.91,unidade
COUCHE BRILHO - 250g,0.06,0.81,unidade
COUCHE BRILHO - 300g,0.08,0.84,unidade
COUCHE BRILHO - 300g,0.07,0.84,unidade
COUCHE BRILHO - 300g,0.07,0.83,unidade
COUCHE BRILHO - 300g,0.07,0.83,unidade
COUCHE BRILHO - 300g,0.14,0.94,unidade
COUCHE BRILHO - 300g,0.08,0.85,unidade
COUCHE BRILHO - 300g,0.08,0.84,unidade
COUCHE BRILHO - 300g,0.08,0.84,unidade
COUCHE BRILHO - 300g,0.07,0.84,unidade
COUCHE BRILHO - 300g,0.14,0.95,unidade
COUCHE BRILHO - 300g,0.09,0.86,unidade
COUCHE BRILHO - 300g,0.08,0.85,unidade
COUCHE BRILHO - 300g,0.08,0.85,unidade
COUCHE BRILHO - 300g,0.08,0.85,unidade
COUCHE BRILHO - 300g,0.15,0.96,unidade
CARTÕES DE VISITA,0.02,0.75,unidade
CARTÕES DE VISITA,0.02,0.75,unidade
CARTÕES DE VISITA,0.02,0.75,unidade
CARTÕES DE VISITA,0.01,0.73,unidade
CARTÕES DE VISITA,0.01,0.73,unidade
CARTÕES DE VISITA,0.01,0.73,unidade
CARTÕES DE VISITA,0.0,0.73,unidade
CARTÕES DE VISITA,0.0,0.73,unidade
CARTÕES DE VISITA,0.0,0.73,unidade
CARTÕES DE VISITA,0.0,0.72,unidade
CARTÕES DE VISITA,0.0,0.72,unidade
CARTÕES DE VISITA,0.0,0.72,unidade
CARTÕES DE VISITA,0.0,0.72,unidade
CARTÕES DE VISITA,0.0,0.72,unidade
CARTÕES DE VISITA,0.0,0.72,unidade
CARTÕES DE VISITA,0.01,0.73,unidade
CARTÕES DE VISITA,0.0,0.72,unidade
CARTÕES DE VISITA,0.0,0.73,unidade
CARTÕES DE VISITA,0.02,0.75,unidade
CARTÕES DE VISITA,0.0,0.72,unidade
CARTÕES DE VISITA,0.01,0.73,unidade
CARTÕES DE VISITA,0.0,0.72,unidade
CARTÕES DE VISITA,0.0,0.73,unidade
CARTÕES DE VISITA,0.02,0.75,unidade
CARTÕES DE VISITA,0.0,0.72,unidade
CARTÕES DE VISITA,0.02,0.75,unidade
CARTÕES DE VISITA,0.01,0.73,unidade
CARTÕES DE VISITA,0.03,0.78,unidade
CARTÕES DE VISITA,0.0,0.72,unidade
CARTÕES DE VISITA,0.01,0.73,unidade
CARTÕES DE VISITA,0.0,0.73,unidade
CARTÕES DE VISITA,0.0,0.72,unidade
CARTÕES DE VISITA,0.02,0.75,unidade
COUCHE BRILHO - 300g,0.05,0.81,unidade
COUCHE BRILHO - 300g,0.07,0.83,unidade
COUCHE BRILHO - 300g,0.06,0.82,unidade
COUCHE BRILHO - 300g,0.06,0.82,unidade
COUCHE BRILHO - 300g,0.06,0.81,unidade
COUCHE BRILHO - 300g,0.13,0.92,unidade
COUCHE BRILHO - 300g,0.07,0.83,unidade
COUCHE BRILHO - 300g,0.07,0.83,unidade
COUCHE BRILHO - 300g,0.06,0.82,unidade
COUCHE BRILHO - 300g,0.06,0.82,unidade
PAPEL KRAFT - 250g,0.05,0.8,unidade
PAPEL KRAFT - 250g,0.15,0.97,unidade
PAPEL KRAFT - 250g,0.09,0.86,unidade
PAPEL KRAFT - 250g,0.05,0.8,unidade
PAPEL KRAFT - 250g,0.1,0.89,unidade
PAPEL KRAFT - 250g,0.07,0.83,unidade
PAPEL KRAFT - 250g,0.2,1.05,unidade
PAPEL KRAFT - 250g,0.12,0.91,unidade
PAPEL KRAFT - 250g,0.1,0.89,unidade
PAPEL KRAFT - 250g,0.07,0.83,unidade
PAPEL KRAFT - 250g,0.27,1.15,unidade
PAPEL KRAFT - 250g,0.13,0.92,unidade
PAPEL KRAFT - 250g,0.06,0.81,unidade
PAPEL KRAFT - 250g,0.17,0.99,unidade
PAPEL KRAFT - 250g,0.21,1.06,unidade
PAPEL KRAFT - 250g,0.09,0.87,unidade
PAPEL KRAFT - 250g,0.06,0.81,unidade
PAPEL KRAFT - 250g,0.15,0.96,unidade
PAPEL KRAFT - 250g,0.09,0.87,unidade
PAPEL KRAFT - 250g,0.21,1.06,unidade
PAPEL KRAFT - 250g,0.17,0.98,unidade
PAPEL KRAFT - 250g,0.12,0.92,unidade
PAPEL KRAFT - 250g,0.13,0.93,unidade
PAPEL KRAFT - 250g,0.16,0.98,unidade
PAPEL KRAFT - 250g,0.14,0.95,unidade
PAPEL KRAFT - 250g,0.39,1.34,unidade
PAPEL KRAFT - 250g,0.1,0.88,unidade
PAPEL KRAFT - 250g,0.29,1.18,unidade
GOLD MASTER - 300g,0.54,1.58,unidade
GOLD MASTER - 300g,0.5,1.52,unidade
GOLD MASTER - 300g,0.59,1.67,unidade
GOLD MASTER - 300g,0.49,1.5,unidade
GOLD MASTER - 300g,0.55,1.59,unidade
GOLD MASTER - 300g,0.51,1.54,unidade
GOLD MASTER - 300g,0.61,1.7,unidade
GOLD MASTER - 300g,0.5,1.53,unidade
GOLD MASTER - 300g,0.59,1.66,unidade
GOLD MASTER - 300g,0.55,1.6,unidade
GOLD MASTER - 300g,0.64,1.74,unidade
GOLD MASTER - 300g,0.54,1.59,unidade
METALIZADO - 250g,0.33,1.24,unidade
METALIZADO - 250g,0.34,1.26,unidade
METALIZADO - 250g,0.41,1.38,unidade
METALIZADO - 250g,0.43,1.41,unidade
METALIZADO - 250g,0.47,1.47,unidade
METALIZADO - 250g,0.38,1.32,unidade
COUCHE BRILHO - 300g,0.21,1.05,unidade
PAPEL KRAFT - 250g,0.23,1.1,unidade
PAPEL KRAFT - 250g,0.18,1.0,unidade
PAPEL KRAFT - 250g,0.27,1.15,unidade
PAPEL KRAFT - 250g,0.09,0.87,unidade
PAPEL KRAFT - 250g,0.09,0.86,unidade
PAPEL KRAFT - 250g,0.34,1.26,unidade
PAPEL KRAFT - 250g,0.14,0.94,unidade
PAPEL KRAFT - 250g,0.14,0.95,unidade
PAPEL KRAFT - 250g,0.19,1.03,unidade
PAPEL KRAFT - 250g,0.29,1.18,unidade
PAPEL KRAFT - 250g,0.1,0.88,unidade
PAPEL KRAFT - 250g,0.11,0.9,unidade
PAPEL KRAFT - 250g,0.31,1.22,unidade
PAPEL KRAFT - 250g,0.18,1.01,unidade
PAPEL KRAFT - 250g,0.28,1.17,unidade
PAPEL KRAFT - 250g,0.09,0.87,unidade
PAPEL KRAFT - 250g,0.1,0.88,unidade
PAPEL KRAFT - 250g,0.43,1.41,unidade
PAPEL KRAFT - 250g,0.21,1.06,unidade
PAPEL KRAFT - 250g,0.23,1.09,unidade
PAPEL KRAFT - 250g,0.18,1.01,unidade
PAPEL KRAFT - 250g,0.4,1.35,unidade
PAPEL KRAFT - 250g,0.51,1.53,unidade
PAPEL KRAFT - 250g,0.3,1.2,unidade
PAPEL KRAFT - 250g,0.32,1.23,unidade
PAPEL KRAFT - 250g,0.35,1.29,unidade
PAPEL KRAFT - 250g,0.19,1.02,unidade
PAPEL KRAFT - 250g,0.31,1.21,unidade
PAPEL KRAFT - 250g,0.51,1.54,unidade
PAPEL KRAFT - 250g,0.67,1.79,unidade
GOLD MASTER - 300g,1.07,2.44,unidade
GOLD MASTER - 300g,0.97,2.28,unidade
GOLD MASTER - 300g,1.25,2.72,unidade
GOLD MASTER - 300g,1.19,2.62,unidade
GOLD MASTER - 300g,1.08,2.44,unidade
GOLD MASTER - 300g,1.37,2.91,unidade
PERO PLUS - 300g,1.08,2.46,unidade
PERO PLUS - 300g,1.2,2.63,unidade
PERO PLUS - 300g,0.98,2.29,unidade
PERO PLUS - 300g,1.25,2.72,unidade
PERO PLUS - 300g,1.09,2.46,unidade
PERO PLUS - 300g,1.37,2.91,unidade
SILVER LUX - 300g,1.07,2.44,unidade
SILVER LUX - 300g,0.98,2.28,unidade
SILVER LUX - 300g,1.25,2.72,unidade
SILVER LUX - 300g,1.2,2.63,unidade
SILVER LUX - 300g,1.08,2.45,unidade
SILVER LUX - 300g,1.37,2.91,unidade
CARTÕES FIDELIDADE,0.02,0.75,unidade
CARTÕES FIDELIDADE,0.01,0.73,unidade
CARTÕES FIDELIDADE,0.0,0.73,unidade
CARTÕES FIDELIDADE,0.02,0.75,unidade
CARTÕES FIDELIDADE,0.02,0.75,unidade
CATÁLOGO,0.0,0.73,unidade
CATÁLOGO,0.0,0.73,unidade
CATÁLOGO,0.01,0.73,unidade
CATÁLOGO,0.01,0.73,unidade
CATÁLOGO,0.01,0.73,unidade
CATÁLOGO,0.01,0.73,unidade
CATÁLOGO,0.01,0.73,unidade
CATÁLOGO,0.01,0.73,unidade
CATÁLOGO,0.01,0.73,unidade
CATÁLOGO,0.01,0.73,unidade
CATÁLOGO,0.0,0.73,unidade
CATÁLOGO,0.0,0.73,unidade
CATÁLOGO,0.0,0.73,unidade
CATÁLOGO,0.0,0.73,unidade
CATÁLOGO,0.0,0.73,unidade
CATÁLOGO,0.0,0.73,unidade
CATÁLOGO,0.0,0.73,unidade
CATÁLOGO,0.0,0.73,unidade
CATÁLOGO,0.0,0.73,unidade
CATÁLOGO,0.01,0.73,unidade
CELULAR E ACESSÓRIOS,0.01,0.74,unidade
CELULAR E ACESSÓRIOS,0.0,0.73,unidade
CELULAR E ACESSÓRIOS,0.06,0.82,unidade
CELULAR E ACESSÓRIOS,0.02,0.75,unidade
CELULAR E ACESSÓRIOS,0.01,0.74,unidade
CELULAR E ACESSÓRIOS,0.0,0.73,unidade
CELULAR E ACESSÓRIOS,0.06,0.82,unidade
CELULAR E ACESSÓRIOS,0.02,0.75,unidade
CELULAR E ACESSÓRIOS,0.01,0.74,unidade
CELULAR E ACESSÓRIOS,0.0,0.73,unidade
CELULAR E ACESSÓRIOS,0.06,0.82,unidade
CELULAR E ACESSÓRIOS,0.02,0.75,unidade
CELULAR E ACESSÓRIOS,0.01,0.74,unidade
CELULAR E ACESSÓRIOS,0.0,0.73,unidade
CELULAR E ACESSÓRIOS,0.06,0.82,unidade
CELULAR E ACESSÓRIOS,0.01,0.74,unidade
CELULAR E ACESSÓRIOS,0.02,0.75,unidade
CELULAR E ACESSÓRIOS,0.0,0.73,unidade
CELULAR E ACESSÓRIOS,0.06,0.82,unidade
CELULAR E ACESSÓRIOS,0.02,0.75,unidade
CELULAR E ACESSÓRIOS,0.01,0.74,unidade
CELULAR E ACESSÓRIOS,0.0,0.73,unidade
CELULAR E ACESSÓRIOS,0.11,0.89,unidade
CELULAR E ACESSÓRIOS,0.02,0.75,unidade
CELULAR E ACESSÓRIOS,0.01,0.74,unidade
CELULAR E ACESSÓRIOS,0.0,0.73,unidade
CELULAR E ACESSÓRIOS,0.14,0.94,unidade
CELULAR E ACESSÓRIOS,0.03,0.76,unidade
CELULAR E ACESSÓRIOS,0.01,0.74,unidade
CELULAR E ACESSÓRIOS,0.01,0.73,unidade
CELULAR E ACESSÓRIOS,0.11,0.9,unidade
CELULAR E ACESSÓRIOS,0.02,0.76,unidade
CELULAR E ACESSÓRIOS,0.01,0.74,unidade
CELULAR E ACESSÓRIOS,0.0,0.73,unidade
CELULAR E ACESSÓRIOS,0.06,0.82,unidade
CELULAR E ACESSÓRIOS,0.02,0.75,unidade
CELULAR E ACESSÓRIOS,0.01,0.74,unidade
CELULAR E ACESSÓRIOS,0.0,0.73,unidade
CELULAR E ACESSÓRIOS,0.06,0.82,unidade
CELULAR E ACESSÓRIOS,0.02,0.75,unidade
CELULAR E ACESSÓRIOS,0.01,0.74,unidade
CELULAR E ACESSÓRIOS,0.0,0.73,unidade
CELULAR E ACESSÓRIOS,0.06,0.82,unidade
CELULAR E ACESSÓRIOS,0.02,0.75,unidade
CELULAR E ACESSÓRIOS,0.01,0.74,unidade
CELULAR E ACESSÓRIOS,0.0,0.73,unidade
CELULAR E ACESSÓRIOS,0.06,0.82,unidade
CELULAR E ACESSÓRIOS,0.02,0.75,unidade
CELULAR E ACESSÓRIOS,0.01,0.74,unidade
CELULAR E ACESSÓRIOS,0.0,0.73,unidade
CELULAR E ACESSÓRIOS,0.09,0.87,unidade
CELULAR E ACESSÓRIOS,0.02,0.75,unidade
CELULAR E ACESSÓRIOS,0.01,0.74,unidade
CELULAR E ACESSÓRIOS,0.0,0.73,unidade
CELULAR E ACESSÓRIOS,0.1,0.87,unidade
CELULAR E ACESSÓRIOS,0.02,0.76,unidade
CERTIFICADOS,0.01,0.73,unidade
CERTIFICADOS,0.0,0.72,unidade
CERTIFICADOS,0.03,0.76,unidade
CERTIFICADOS,0.0,0.72,unidade
CERTIFICADOS,0.0,0.72,unidade
CERTIFICADOS,0.01,0.73,unidade
CERTIFICADOS,0.0,0.72,unidade
COUCHE LAMINACAO FOSCA FRENTE - 250g,0.13,0.93,unidade
COUCHE LAMINACAO FOSCA FRENTE - 250g,0.32,1.24,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,0.84,2.07,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,0.79,1.98,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,0.97,2.27,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,1.36,2.9,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,1.28,2.77,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,1.55,3.2,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,1.94,3.82,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,1.9,3.76,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,2.13,4.13,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,1.94,3.82,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,1.9,3.76,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,2.13,4.13,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,2.51,4.73,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,2.61,4.9,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,2.71,5.06,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,0.31,1.21,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,0.22,1.08,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE E VERSO - 250g,0.41,1.38,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,0.56,1.62,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,0.5,1.51,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,0.67,1.79,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,0.86,2.1,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,0.8,1.99,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,1.03,2.37,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,1.23,2.68,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,1.17,2.59,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,1.39,2.94,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,1.23,2.69,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,1.17,2.59,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,1.39,2.94,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,1.62,3.31,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,1.73,3.49,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,1.54,3.18,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,0.23,1.08,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,0.16,0.98,unidade
COUCHE LAMINACAO HOLOGRAFICA FRENTE - 250g,0.37,1.31,unidade
COUCHE BRILHO - DIGITAL - 250g,0.36,1.3,unidade
COUCHE BRILHO - DIGITAL - 250g,0.3,1.21,unidade
COUCHE BRILHO - DIGITAL - 250g,0.47,1.47,unidade
COUCHE BRILHO - DIGITAL - 250g,0.52,1.54,unidade
COUCHE BRILHO - DIGITAL - 250g,0.45,1.44,unidade
COUCHE BRILHO - DIGITAL - 250g,0.63,1.73,unidade
COUCHE BRILHO - DIGITAL - 250g,0.54,1.58,unidade
COUCHE BRILHO - DIGITAL - 250g,0.47,1.47,unidade
COUCHE BRILHO - DIGITAL - 250g,0.67,1.79,unidade
COUCHE BRILHO - DIGITAL - 250g,0.79,1.98,unidade
COUCHE BRILHO - DIGITAL - 250g,0.71,1.86,unidade
COUCHE BRILHO - DIGITAL - 250g,0.93,2.21,unidade
COUCHE BRILHO - DIGITAL - 250g,0.73,1.9,unidade
COUCHE BRILHO - DIGITAL - 250g,0.67,1.79,unidade
COUCHE BRILHO - DIGITAL - 250g,0.87,2.11,unidade
COUCHE BRILHO - DIGITAL - 250g,1.08,2.46,unidade
COUCHE BRILHO - DIGITAL - 250g,1.04,2.38,unidade
COUCHE BRILHO - DIGITAL - 250g,1.23,2.69,unidade
COUCHE BRILHO - DIGITAL - 250g,0.74,1.9,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.02,0.75,unidade
CONVITES,0.01,0.73,unidade
CONVITES,0.04,0.78,unidade
CONVITES,0.02,0.75,unidade
CONVITES,0.01,0.73,unidade
CONVITES,0.04,0.78,unidade
CONVITES,0.01,0.73,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.01,0.74,unidade
CONVITES,0.01,0.73,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.01,0.74,unidade
CONVITES,0.01,0.73,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.01,0.74,unidade
CONVITES,0.01,0.73,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.01,0.74,unidade
CONVITES,0.0,0.73,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.01,0.73,unidade
CONVITES,0.0,0.73,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.01,0.73,unidade
CONVITES,0.0,0.73,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.01,0.73,unidade
CONVITES,0.0,0.73,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.01,0.73,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.73,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.73,unidade
CONVITES,0.04,0.79,unidade
CONVITES,0.02,0.75,unidade
CONVITES,0.09,0.86,unidade
CONVITES,0.04,0.79,unidade
CONVITES,0.02,0.75,unidade
CONVITES,0.09,0.86,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.72,unidade
CONVITES,0.0,0.72,unidade
